ulasan,sentimen
Jika menjelaskan materi praktek jangan terlalu cepat,0
Cara belajar mengajarnya sudah baik dan seru, tp untuk tugas jangan terlalu banyak,2
Sebaiknya untuk tugas lebih di kontrol untuk tidak terlalu membebani mahasiswa,0
Sudah baik dan sangat jelas jika mengajar,3
Harus lebih sabar menghadapi mahasiswa,1
Sebaiknya bisa lebih sabar dalam proses pembelajaran,1
Sebaiknya lebih bisa membuat suasana pembelajaran menjadi lebih menyenangkan,1
Jika menjelaskan materi jangan terlalu cepat,1
sebaiknya bisa lebih menjadikan suasana pembelajaran lebih menyenangkan,1
sebaiknya lebih mudah di hubungi dan jika berhalangan sebaiknya mengkonfirmasi dahi jauh-jauh hari tidak mendadak,0
Semoga pertemuan perkuliahannya bisa secara tatap muka langsung (offline)🙂,2
Kalo MK Otomatisasi perkantoran lebih baik pembelajarannya secara offline saja, karena lebih mudah dipahami bisa dipraktekan langsung. Kalo online kadang masih ada yang bingung terus juga kurang fokus karena terkendala dengan jaringan internetnya, terimakasih🙂,2
Untuk MK Prak. P. Akt 1 lebih baik dilakukan secara offline, karena lebih mudah dipahami saat pembelajarannya tatap muka langsung, terimakasih.,2
Ga punya sarannn. Si bapak ngajarnya enakeun bgttt seriusannn,3
Ibunya jarang masuk kelas:((((,0
Klo bisa di selang-seling  sma meet,0
Ga punya kritikkkk. Si bapakkk baekk bgttt asliii kga boong,3
Meningkatkan lagi metode pembelajarannya,2
Pertahankan metode pembelajaran yang menyenangkan ini,3
Pertahankan metode pembelajaran yang baik ini,3
Semoga lebih baik lagi,1
Semoga Ibu Yeni dapat terus mempertahankan cara mengajar yang santai namun tetap memberikan manfaat bagi kami semua.,3
Pak asrofi pada saat menyampaikan materi dengan jelas dan dapat dipahami,3
Untuk di perbaiki lagi,0
"Praktek 75%
Teori 25%,3"
Kuisnya jangan terlalu mepet,0
Sudah sangat bagus semoga bisa ngajar sampe akhir,3
Setiap MK jangan kosong lagi ya bu,0
Sudah bagus lebih ditingkatkan lagi dalam penyampaian materi agar saat daring mudah di paham,2
Dosen yg sangat baik,3
Bagus lebih ditingkatkan dalam kegiatan perkulihaan lebih asik dan tidak membosankan,2
"Baik
,2"
Kegiatan perkulihan kedepan di harapkan saat kuliah daring penbawaan materinya tidak membosankan,0
Sudah bagus lebih ditingkatkan lagi kedepan,2
Semoga bisa di tingkat kan lagi,1
Sebaiknya kalo ngajar dilakukan secara langsung karna kalo pake daring kadang ada yang ngga mudeng,1
Sebaiknya klo mengajar offline jadi mudah dipahami dan bisa dipraktekan langsung.,0
Sebaik nya sering sering menggunakan Google meet/zoom supaya lebih efektif di waktu seperti ini,0
Saran saya kalau menerangkan jangan terlalu cepat jadi biar bisa dipahami.,0
Kalo bisa neranginya jangan cepet-cepet ya Bu biar paham,0
Sebaik nya menggunakan Google Meet saja kalo pake zoom berbayar lebih banyak memakan kuota,0
Saran saya kalau menjelaskan materi jangan lewat youtube, sebaiknya menggunakan google meet agar mudah dipahami.,0
Saran saya kalau menjelaskan materi jangan lewat YouTube sebaiknya pakai gmeet supaya lebih paham lagi,0
Sebaik nya tugas jangan setiap pertemuan,0
Tidak ada, karena baik banget ,3
Menurut saya kalau menerangkan secara daring kadang agak kurang paham.,1
Saran saya kalo menjelaskan jangan cepet-cepet Bu biar mudeng,1
Baik,2
Lebih sabar lagi ya pak dalam mengahadapi mahasiswa 🙏🏻,1
"Tidak ada wkwkwk
Good job👌🏻,3"
Tugas terlalu banyak bagi kelas malam, setiap minggu ada 2-3 tugas yang diberikan.,0
Saran saya sekali2 gmeet sambil jelasin materi Bu supaya paham,0
Menurut saya sering-sering google meet biar kalau dijelasin mudah paham.,0
Kalau jelasin enak dan mudah dipahami,3
Menurut saya kalau mengajar enak mudah dipahami. note kalau ngasih tugas jangan bikin video terus, jangan ngasih tugas setiap hari kalau ada pertemuan.,2
Untuk kedepannya saya harap metode pembelajaran bisa diubah agar lebih gampang dipahami oleh mahasiswa, karena menurut saya kurang efektif dan susah dipahami metode yang selama ini dilaksanakan.,0
Saran saya sering-seringin gmeet,0
Saran saya kalau mengajar sering-sering google meet.,0
Sudah kuliah offline ditambah lagi hanya mendengarkan materi melalui kanal YouTube, sangat tidak efektif bagi saya.,0
Apa kabar ibu selama satu semester ini?tidak ada kabar sama sekali, semoga ibu sehat baik baik saja:'),0
Pelan pelan pak memberikan materinya,1
Pelan lagi nggih bu menyampaikan materinya,1
Dari awal sampai sekarang tidak pernah meet , cuma ngasih materi dan pembahasan di wa itupun jarang,0
Lebih semangat lagibuntuk mengajar pak .biar kita ngeh. Dan maksud materi apa yang di sampaikan,1
"Kalo ngajar jangan cepet cepet bu. Setiap mahasiswa itu dya tangkepnya beda"" ,1"
dosennya hanya memberi materi lewat gc, tidak pernah mengadakan pertemuan zoom/gmeet,0
Sudah sangat baik dalam menjelaskan materi,3
Sebaiknya dosen tidak bertele tele saat menjelaskan materi,0
Sebaiknya jangan terlalu tegang saat dosen sedang menyampaikan materi,0
Sebaiknya Saat penyampaian materi tidak bertele tele,0
Sebaiknya saat menyampaikan semua materi itu sama dosennya aja jangan ada presentasi karena belum tentu kita paham sama materi yang dijelaskan oleh mahasiswa yang berpresentasi,0
Sebaiknya jangan terlalu tegang saat melakukan pembelajaran. Dan jika ada tugas sebaiknya deadline-nya 1 minggu jangan langsung hari itunya,0
Sudah sangat baik karena saat pembelajaran juga ada praktek yang langsung turun ke lapangan,3
Kurang paham dengan materi yang dijelaskan dengan dosen tersebut,0
Sebaiknya saat melakukan pembelajaran tidak menggunakan bahasa yang kurang bisa kita pahami,0
metode pengajaran sudah sangat baik dan bagus terima kasih pak,3
Tidak ada pernah pertemuan gmeet, zoom,w.a, namun tugas mendekati UAS numpuk sampe 5. Mohon toleransinya dan jangan terlalu  membebankan mahasiswa. Apalagi untuk kelas karyawan yg sdh terkuras tenaga dari kerjaan. Akhir tidak ada waktu buat belajar UAS karena sudah tertumpuk deadline,0
Menjelaskan materi terlalu cepat,0
Perlu modul dan lebih jelas metode pengajarannya bukan hanya presentasi tapi ada point penting yg dijelaskan apa saja,0
Dosen tidak pernah mengadakan gmeet dan kurang jelas menjelaskan materi,0
Menjelaskan materi terlalu cepat :),0
Kurangi tugasnya ya pak :),1
Menjelaskan materinya terlalu cepat,0
terkadang susah dihubungi dan terkadang telat dalam waktu mengajar sebaiknya lebih tepat waktu lagi,0
Menjelaskan materi kurang jelas,0
tidak ada keluhan,3
Menjelaskan materi terlalu cepat,0
"sering telat mengajar
saran nya lebih tepat waktu,0"
terkadang kurang jelas menjelaskan karna kendala sinyal,0
Tidak pernah mengadakan kelas online maupun offline, dan materinya kurang jelas ,0
terlalu cepat dalam menjelaskan,0
terlalu susah untuk dihubungi jika ingin memulai mata kuliah,0
Cara pembelajarannya menyenangkan, tetapi setiap pertemuan jangan dikasih tugas terus dong pak hehe,2
Lebih baik lagi dan tetap semangat pak :),2
Lebih semangat lagi bu mengajarnya,2
Menjelaskannya jangan terlalu cepat ya pak :),0
Pembelajarannya lebih digiatin lagi bu,1
Kami butuh bimbingan dari ibu :),1
Semangat terus pak,3
Kalau menjelaskan jangan terlalu cepat. Tetapi pembelajarannya menyenangkan, semangat terus bu😊,3
Lebih semangat lagi dalam pembelajarannya agar lebih menyenangkan dan tidak ngantuk😁,2
Sudah sangat baik dalam menyampaikan pembahasan,3
Sudah sangat baik dalam menyampaikan penjelasan,3
Materi yang disampaikan mudah dipahami,3
Dalam menyampaikan materi sangat menarik sehingga mudah dipahami,3
Mudah dimengerti ketika menjelaskan,3
Sudah baik dalam memberikan penjelasan,3
Sebaiknya menggunakan google meet agar lebih mudah dimengerti jangan hanya google classroom saja,0
Semoga mnjadi lbih baik lagi,2
Bagusss,3
Dipertahankan dan pastinya lebih baik lagi,2
Terimakasih pak sudah mengajar dalam semester ini,3
Terimakasih Bu sudah mengajar dalam semester ini,3
Sebaiknya lebih profesional lagi dalam mengajar, jangan mudah terbawa perasaan dan marah,0
Lebih baik modul di bagukan dlm bentuk pdd saja klo emng jumlah halaman sedikit, masa modul inggris paling tipis harganya 40k,0
Sebaiknya menjelaskan materi dengan detail agar mahasiswa memahami alur perhitungan disetiap kasus.,1
Sebaiknya modul jgn tebal-tebal karna melihatnya saja bikin malas membaca,0
Keaktifan masuk di kelas sebaiknya di perbaiki,0
Dosen paling enak mengajar, to the point Ga bikin bosen ,3
Mohon untuk semua dosen yang sudah ditugaskan untuk mengajar agar melaksanakan printah dg baik,1
Sejujurnya mengantukan sekali saat mengajar tp semiga kedepannya semakin baik,0
Terlalu santai kalo mengajar, jadi mahasiswanya jadi kurang bersemangat ,0
Sebaiknya untuk penilaian jangan terlalu pelit karena kita sebagai mahasiswa sudah berusaha semampu kita,1
Saya harap dapat mengurangi tugas yang d berikan.,1
Oke,1
Lebih baik lagih buat kedepannya,1
Sangat baik , Terima Kasih,3
Lebih d efektifkan pemberian materi secara meet.,1
Lebih baik lagih buat kedepannya dalam mengajar,1
Sangat Baik , Terima Kasih ,3
Materi yang diajarkan bisa dibuat semenarik mungkin lagi,1
sangat baik dalam menyampaikan pembelajaran,3
Deadline pengumpulan tugas jangan terlalu cepat.,0
Materi yang diajarkan lebih bisa dibuat semenarik mungkin dan lebih dapat dipahami,1
Mungkin karna bu dosen ini menjadi wadir, jadinya sibuk jarang masuk jadwal bahkan mungkin bisa dihitung dengan hitungan jari, jadi lebih baik kalo yang dijadiin dosen itu jangan yang punya kedudukan tinggi dan sibuk agar belajar mengajar menjadi lebih efektif.,0
Tingkatkan kinerja bapak, lebih semangat lagi dalam memberikan materi :),cara mengajarnya sangat interaktif dan mudah dimengerti,2
Jika bertemu di semester selanjutnya semoga bisa mengadakan meet setiap kali pertemuan,1
Jika menjelaskan materi lebih bisa dipahami,1
Semoga kedepanya di berikan  modull,  biar bisa di belajari di rumah ,1
"Sering"" adain gmeet Bu, jangan video mulu,0"
Tidak ada, semua bisa lebih membuat suasana menjadi lebih cair, tidak tegang karena beberapa mahasiswa tentu ada yg bisa b.inggris ada yg tidak,3
Dapat lebih efektif dalam memberikan materi dan menggunakan google meet,1
Sebaiknya Kalaw mau ngasih tugas harus jelas pak🙏🙏 dan juga harusnya dibanyakin prakteknya bukan online tros. Kita pusing, ini materi praktek harusnya lebih ditekankan. Dan ujung²nya kita nonton YT deh. Kuotane habis, apalagi kalaw sinyalnya hilang yah udah deh bubar. ,0
Sebaiknya sekali atau dua kali diadakan kelas offline,0
Sudah baik dalam pembelajaran,2
Pak kalo sekali ngasi tugas jangan langsung seabrek lagi yaa,0
Sudah baik dalam pembelajaran,2
Bu maaf, sebaiknya kalaw ada yang remidi jangan di sebutin namanya. Kasihan yang remidi misal cuman satu orang, mentalnya down bu. Lebih baik PC atau yang merasa kurang tinggi aja nilainya kek gtu jangan diberi tahu siapa namanya. Manusia itu punya perasaan bu🙏🙏🙏,0
Dapat memberikan materi tepat waktu dan  sehat selalu Bu.,3
Semoga tetap mempertahankan cara mengajarnya, Bu.,3
Baguss sangat,3
Jangan hanya mengirim materi di google classroom dan disuruh mengerjakan tugas, diharap mengadakan meet setiap pertemuan,0
Pak nanti kalo di WA sama mahasiswanya tolong di bales ya,0
Lebih jelas dan keras Lagi suaranya ketika memberikan materi berupa video YouTube.,0
Semoga bisa pembelajaran secara tatap muka.,1
Jangan suka ngasih tugass..,0
Semoga bisa melakukan pembelajaran tatap muka.,1
Saran saya Ketika memberikan materi tidak terlalu cepat bicaranya.,1
Kedepannya tolong lebih meluangkan waktu untuk masuk kelas bu,0
Hanya menyuruh mahasiswa mengerjakan tugas tetapi tidak menjelaskan secara detail pembahasan,0
i love u bu anita, makasih sudah sabar menghadapi kami dalam belajar, terimakasih juga karena selalu sabar membimbing kelas 2D, terimakasih juga selalu memberikan remidi utk mahasiswa yg nilainya kurang maksimal. sehat selalu ibuu❤️,3
Semoga kedepanya lebih baik lagi,2
Saran saya untuk setiap pertmuan agar bisa menggunakan googlemeer supaya mahasiswa bisa memahami materi tersebut,0
"Saran nya adalah lebih di mantapkan lagi materi nya agar mahasiswa benar2 menguasai materi tersebut 
Dan kritik nya adalah kurang mendalami dalam penyampaian materi,0"
Mungkin karena dosen pengganti jadi belum pernah mengadakan meet,0
Sejauh ini udah baik sii,2
Jarang g meet,  jarang ngasih tugass,  semoga kedepnya bisa di perbaiki lagi ,0
Saran saya tetap dipertahankan cara mengajarnya.,1
Kurang mendalami dalam penyampaian materi kuliah,0
sebaikanya sebelum mengadakan kuis materi di bagi h-1 seblum kuis bu hihi,1
Tidak ada saran dan kritik,berharap semester depan bisa ketemu lagi,3
Semoga kedepanya lebih baik lagi,2
Kedepannya agar bisa berinteraksi dengan mahasiswa,1
Cara penyampaian materi mudah dipahami,3
Pembelajaran nya menarik dan dapat di pahami dan kritik nya adalah kurang mendalami,3
Mantap pak asrofi,3
Jika sedang menulis dibuku agak terlalu cepat untuk dipanggil. Karna nulis blm selesai,1
Harus lebih masuk kelas sesuai jadwal,0
Terimakasih,3
"Sering"" adakan google meet biar paham,  jangan pake youtube  terus ,0"
Saat mengajar jangan terlalu cepat menjelaskan materi, karena sangat susah untuk di pahami,0
Perkuliahannya jarang dan sulit untuk memahami materi yang di ujikan,0
Sudah cukup baik bu,2
Tidak ada.,3
Tidak ada saran  dan  kritik,  tapi semoga kedepanya bisa lebih baik lagi ,3
mohon maaf, untuk materi yang dijelaskan oleh dosen tersebut kurang bisa dipahami oleh kebanyakan mahasiswa, dan dalam pemberian tugasnya juga seabreg abreg ga mipil, dan apabila ada mahasiswa yg bertanya lewat wa kadang tidak dibls, dan metode penyampaian materinya juga kurang inovatif. ,0
Cukup.,1
Menjelaskan materinya lebih dapat dipahami lagi,1
Terima kasih,3
Memberikan bahan ajar seperti buku modul agar bisa mudah memahaminya lagi,1
"Sering"" adakan offline,  kalo online  kadang ga mudeng ,1"
"Sering"" praktek langsung di lab pak, kalo cuma penjelasan kurang paham,1"
Lebih pelan lagi dalam mengajar agar mudah dipahami,1
Kalo ngajar suka  ngebatasin waktuu,0
Materi yang diajarkan mudah untuk dipahami,3
Saran kalo bisa pembelajaran tambahan dengan materinya dimasukan kedalam YouTube biar bisa dipelajari lagi,1
Menjelaskan materinya agar lebih mudah dipahami lagi,1
Sudah bagus,3
sangat mudah di pahamin,3
Soal dan jawaban ppt disatuin aja agar soal tidak bingung yg mana dan tidak hilang,1
Menjelaskan materinya agar lebih bisa dipahami,1
Lebih pelan lagi dalam menjelaskan agar mudah dipahami,1
Menjelaskan materinya agar lebih bisa dipahami lagi,1
Sehat selalu pak,3
Lebih sering lagi untuk memberikan materi di kelas,0
Sedikit cepat jelasin,1
Sudah baii,3
Sering sering membimbing jangan cuma nyuruh nonton youtub terus ditinggal pergi,0
Sehat selalu bu,3
Semoga kedepannya dapat lebih baik lagi dalam penyampaian materinya..,2
Saran saya dapat Lebih sering memberikan materi secara langsung menggunakan google meet,0
Cukup sangat baik,3
Semoga kedepan nya dalam menyampaikan materi lebih baik lagi...,1
Cukup baik,2
Mungkin menjelaskan materinya lebih pelan pelan dan jangan terburu buru kadang ada beberapa mahasiswa yang tidak paham,1
Saran saya ketika menyampaikan materi dapat lebih jelas lagi dalam pengucapan dan tidak berputar-putar.,0
Lebih ke cara penyampaian materinya supaya tidak terburu-buru,1
Penjelasanya lebih to the point aja ya bu,1
Lebih ke cara penyampaian materi yang menarik kedepannya,1
Lebih ke cara penyampaian materi supaya mahasiswanya paham dan berhubung MK ini kewirausahaan lebih banyak ke praktek nya,1
Cara penyampaian materinya jangan terlalu terburu-buru sehingga banyak mahasiswa yang kurang paham,1
Penyampaian materinya lebih jelas lagi dan jangan muter-muter,1
Semoga kedepan nya dalam menyampaikan materi lebih baik lagi.,1
Penyampaian materinya lebih menarik lagi kedepannya,1
Penjelasanya dibanyakin,0
Sehat selalu ya bu,1
Materi sulit dipahami,3
Tetaplah menjadi baik dalam keadaan apapun.,2
Agak terlalu cepat menjelaskan,1
Lebih sabar lagi dalam menghadapi mahasiswa yang terkadang terlambat untuk menyelesaikan tugas.,1
Lebih sabar dalam menghadapi mahasiswa yang terkadang tidak menjawab saat ditanya.,1
Ketika tidak bisa masuk pada jam kuliah, harus mencari hari lain untuk mengganti pertemuan yang lalu, agar materinya tidak tertinggal. ,0
Lebih sabar dalam menghadapi mahasiswa yang terkadang kalau ditanya tidak menjawab.,1
"75% praktek
25% Teori,2"
Ketika menjelaskan materi harus sesuai dengan yang ada dimodul atau ppt agar bisa dipahami dengan baik.,1
Semoga semakin baik buat kedepannya.,1
Dalam menjelaskan materi jangan terlalu cepat karena akan membuat mahasiswa tertinggal materi yang sedang dijelaskan.,1
Lebih sabar dalam menghadapi mahasiswa yang ketika ditanya lama menjawabnya karena bingung.,1
Sudah cukup baik dalam mengajar,setiap pertemuan selalu dikasih kuis sehingga mahasiswa menjadi lebih paham,3
Lebih sabar dalam mengajar mahasiswa yang ketika ditanya, menjawabnya lama atau tidak menjawab. Kalau bis diitambah lagi metode pembelajarannya agar lebih menyenangkan dalam proses belajar.,1
Kurang dalam mengatur waktu,terkadang masuk gmeet terlambat dan tidak memberi tahu mahasiswa gmeet tepat dimulai jam berapa,dan sering sekali pada saat mata kuliah sudah selesai namun dosen tetap melanjutkan ,0
